srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,rank
English,French,18,en-fr.test,18,AL9AA2AQKJ0XP,36,66,37,67,1
English,French,10,en-fr.test,10,A2BWZXUR3QKPAB,19,41,38,68,2
English,French,11,en-fr.test,11,A2BWZXUR3QKPAB,41,70,35,65,2
English,French,12,en-fr.test,12,A2BWZXUR3QKPAB,19,41,50,8,2
English,French,4,en-fr.test,4,A2BWZXUR3QKPAB,40,7,37,67,11
English,French,5,en-fr.test,5,A2BWZXUR3QKPAB,33,62,41,70,2
English,French,6,en-fr.test,6,A2BWZXUR3QKPAB,40,7,35,65,1
English,French,16,en-fr.test,16,A3MI44R9R0K295,50,8,39,69,11
English,French,17,en-fr.test,17,A3MI44R9R0K295,8,20,34,64,11
English,French,18,en-fr.test,18,A3MI44R9R0K295,5,17,38,68,11
English,French,19,en-fr.test,19,A3MI44R9R0K295,19,41,9,21,2
English,French,20,en-fr.test,20,A3MI44R9R0K295,40,7,9,21,11
English,French,21,en-fr.test,21,A3MI44R9R0K295,40,7,36,66,11
English,French,13,en-fr.test,13,AL9AA2AQKJ0XP,8,20,33,62,1
English,French,14,en-fr.test,14,AL9AA2AQKJ0XP,9,21,40,7,2
English,French,15,en-fr.test,15,AL9AA2AQKJ0XP,38,68,36,66,1
English,French,13,en-fr.test,13,AQNOTFW1HV5JG,8,20,33,62,1
English,French,14,en-fr.test,14,AQNOTFW1HV5JG,9,21,40,7,1
English,French,15,en-fr.test,15,AQNOTFW1HV5JG,38,68,36,66,2
English,French,25,en-fr.test,25,AL9AA2AQKJ0XP,40,7,51,9,2
English,French,26,en-fr.test,26,AL9AA2AQKJ0XP,8,20,39,69,11
English,French,27,en-fr.test,27,AL9AA2AQKJ0XP,40,7,34,64,2
English,French,13,en-fr.test,13,A3MI44R9R0K295,34,64,35,65,11
English,French,14,en-fr.test,14,A3MI44R9R0K295,34,64,19,41,1
English,French,15,en-fr.test,15,A3MI44R9R0K295,41,70,9,21,11
English,French,7,en-fr.test,7,A2BWZXUR3QKPAB,39,69,9,21,2
English,French,8,en-fr.test,8,A2BWZXUR3QKPAB,34,64,36,66,1
English,French,9,en-fr.test,9,A2BWZXUR3QKPAB,13,26,8,20,11
English,French,16,en-fr.test,16,A3MI44R9R0K295,8,20,51,9,11
English,French,17,en-fr.test,17,A3MI44R9R0K295,5,17,38,68,11
English,French,18,en-fr.test,18,A3MI44R9R0K295,5,17,13,26,11
English,French,4,en-fr.test,4,A3MI44R9R0K295,19,41,40,7,2
English,French,5,en-fr.test,5,A3MI44R9R0K295,38,68,35,65,11
English,French,6,en-fr.test,6,A3MI44R9R0K295,38,68,34,64,1
English,French,1,en-fr.test,1,A2BWZXUR3QKPAB,51,9,50,8,11
English,French,2,en-fr.test,2,A2BWZXUR3QKPAB,39,69,36,66,11
English,French,3,en-fr.test,3,A2BWZXUR3QKPAB,7,19,40,7,1
English,French,16,en-fr.test,16,A3MI44R9R0K295,51,9,5,17,11
English,French,17,en-fr.test,17,A3MI44R9R0K295,36,66,34,64,11
English,French,18,en-fr.test,18,A3MI44R9R0K295,50,8,39,69,11
English,French,22,en-fr.test,22,A2VRRN4DG6TXKV,38,68,39,69,1
English,French,23,en-fr.test,23,A2VRRN4DG6TXKV,37,67,40,7,11
English,French,24,en-fr.test,24,A2VRRN4DG6TXKV,39,69,36,66,2
English,French,22,en-fr.test,22,A2BWZXUR3QKPAB,38,68,39,69,11
English,French,23,en-fr.test,23,A2BWZXUR3QKPAB,37,67,40,7,11
English,French,24,en-fr.test,24,A2BWZXUR3QKPAB,39,69,36,66,2
English,French,13,en-fr.test,13,AL9AA2AQKJ0XP,50,8,37,67,2
English,French,14,en-fr.test,14,AL9AA2AQKJ0XP,7,19,37,67,1
English,French,15,en-fr.test,15,AL9AA2AQKJ0XP,51,9,13,26,1
English,French,13,en-fr.test,13,A3MI44R9R0K295,50,8,37,67,11
English,French,14,en-fr.test,14,A3MI44R9R0K295,7,19,37,67,11
English,French,15,en-fr.test,15,A3MI44R9R0K295,51,9,13,26,11
English,French,7,en-fr.test,7,A2BWZXUR3QKPAB,35,65,41,70,11
English,French,8,en-fr.test,8,A2BWZXUR3QKPAB,34,64,38,68,1
English,French,9,en-fr.test,9,A2BWZXUR3QKPAB,8,20,41,70,11
English,French,22,en-fr.test,22,A2BWZXUR3QKPAB,7,19,37,67,2
English,French,23,en-fr.test,23,A2BWZXUR3QKPAB,39,69,5,17,1
English,French,24,en-fr.test,24,A2BWZXUR3QKPAB,8,20,34,64,11
English,French,16,en-fr.test,16,A2BWZXUR3QKPAB,37,67,41,70,11
English,French,17,en-fr.test,17,A2BWZXUR3QKPAB,33,62,36,66,2
English,French,18,en-fr.test,18,A2BWZXUR3QKPAB,33,62,38,68,11
English,French,13,en-fr.test,13,A3MI44R9R0K295,37,67,34,64,11
English,French,14,en-fr.test,14,A3MI44R9R0K295,34,64,50,8,11
English,French,15,en-fr.test,15,A3MI44R9R0K295,36,66,5,17,1
English,French,10,en-fr.test,10,AQNOTFW1HV5JG,36,66,5,17,2
English,French,11,en-fr.test,11,AQNOTFW1HV5JG,35,65,13,26,2
English,French,12,en-fr.test,12,AQNOTFW1HV5JG,40,7,39,69,1
English,French,19,en-fr.test,19,A2BWZXUR3QKPAB,34,64,7,19,2
English,French,20,en-fr.test,20,A2BWZXUR3QKPAB,8,20,35,65,11
English,French,21,en-fr.test,21,A2BWZXUR3QKPAB,34,64,13,26,1
English,French,25,en-fr.test,25,AL9AA2AQKJ0XP,41,70,50,8,2
English,French,26,en-fr.test,26,AL9AA2AQKJ0XP,39,69,51,9,1
English,French,27,en-fr.test,27,AL9AA2AQKJ0XP,41,70,9,21,2
English,French,25,en-fr.test,25,A2BWZXUR3QKPAB,19,41,5,17,1
English,French,26,en-fr.test,26,A2BWZXUR3QKPAB,7,19,5,17,11
English,French,27,en-fr.test,27,A2BWZXUR3QKPAB,35,65,33,62,11
English,French,25,en-fr.test,25,A3MI44R9R0K295,19,41,5,17,11
English,French,26,en-fr.test,26,A3MI44R9R0K295,7,19,5,17,11
English,French,27,en-fr.test,27,A3MI44R9R0K295,35,65,33,62,11
English,French,25,en-fr.test,25,A2BWZXUR3QKPAB,5,17,9,21,11
English,French,26,en-fr.test,26,A2BWZXUR3QKPAB,7,19,36,66,11
English,French,27,en-fr.test,27,A2BWZXUR3QKPAB,19,41,37,67,2
English,French,19,en-fr.test,19,A2BWZXUR3QKPAB,19,41,9,21,2
English,French,20,en-fr.test,20,A2BWZXUR3QKPAB,9,21,5,17,11
English,French,21,en-fr.test,21,A2BWZXUR3QKPAB,9,21,8,20,2
English,French,13,en-fr.test,13,A2BWZXUR3QKPAB,33,62,34,64,2
English,French,14,en-fr.test,14,A2BWZXUR3QKPAB,51,9,36,66,11
English,French,15,en-fr.test,15,A2BWZXUR3QKPAB,5,17,33,62,11
English,French,19,en-fr.test,19,A2BWZXUR3QKPAB,39,69,7,19,11
English,French,20,en-fr.test,20,A2BWZXUR3QKPAB,38,68,35,65,11
English,French,21,en-fr.test,21,A2BWZXUR3QKPAB,39,69,13,26,2
English,French,16,en-fr.test,16,A2BWZXUR3QKPAB,38,68,36,66,1
English,French,17,en-fr.test,17,A2BWZXUR3QKPAB,8,20,5,17,11
English,French,18,en-fr.test,18,A2BWZXUR3QKPAB,13,26,37,67,11
English,French,16,en-fr.test,16,A3MI44R9R0K295,38,68,36,66,11
English,French,17,en-fr.test,17,A3MI44R9R0K295,8,20,5,17,1
English,French,18,en-fr.test,18,A3MI44R9R0K295,13,26,37,67,11
English,French,7,en-fr.test,7,AQNOTFW1HV5JG,50,8,13,26,1
English,French,8,en-fr.test,8,AQNOTFW1HV5JG,5,17,50,8,11
English,French,9,en-fr.test,9,AQNOTFW1HV5JG,8,20,39,69,1
English,French,10,en-fr.test,10,AL9AA2AQKJ0XP,37,67,7,19,1
English,French,11,en-fr.test,11,AL9AA2AQKJ0XP,13,26,5,17,2
English,French,12,en-fr.test,12,AL9AA2AQKJ0XP,51,9,37,67,1
English,French,10,en-fr.test,10,AQNOTFW1HV5JG,37,67,7,19,1
English,French,11,en-fr.test,11,AQNOTFW1HV5JG,13,26,5,17,11
English,French,12,en-fr.test,12,AQNOTFW1HV5JG,51,9,37,67,1
English,French,25,en-fr.test,25,AL9AA2AQKJ0XP,35,65,41,70,1
English,French,26,en-fr.test,26,AL9AA2AQKJ0XP,36,66,7,19,2
English,French,27,en-fr.test,27,AL9AA2AQKJ0XP,38,68,36,66,11
English,French,13,en-fr.test,13,A2VRRN4DG6TXKV,39,69,41,70,2
English,French,14,en-fr.test,14,A2VRRN4DG6TXKV,36,66,33,62,11
English,French,15,en-fr.test,15,A2VRRN4DG6TXKV,19,41,41,70,2
English,French,16,en-fr.test,16,A3MI44R9R0K295,51,9,19,41,1
English,French,17,en-fr.test,17,A3MI44R9R0K295,34,64,40,7,11
English,French,18,en-fr.test,18,A3MI44R9R0K295,35,65,19,41,1
English,French,7,en-fr.test,7,A2BWZXUR3QKPAB,40,7,38,68,11
English,French,8,en-fr.test,8,A2BWZXUR3QKPAB,8,20,33,62,1
English,French,9,en-fr.test,9,A2BWZXUR3QKPAB,33,62,34,64,11
English,French,19,en-fr.test,19,A2BWZXUR3QKPAB,50,8,41,70,11
English,French,20,en-fr.test,20,A2BWZXUR3QKPAB,7,19,40,7,11
English,French,21,en-fr.test,21,A2BWZXUR3QKPAB,38,68,9,21,11
English,French,19,en-fr.test,19,AK7YVYGMIF6T0,35,65,9,21,2
English,French,20,en-fr.test,20,AK7YVYGMIF6T0,5,17,19,41,1
English,French,21,en-fr.test,21,AK7YVYGMIF6T0,36,66,40,7,2
English,French,19,en-fr.test,19,A3MI44R9R0K295,40,7,35,65,11
English,French,20,en-fr.test,20,A3MI44R9R0K295,36,66,50,8,2
English,French,21,en-fr.test,21,A3MI44R9R0K295,41,70,7,19,11
English,French,4,en-fr.test,4,A3MI44R9R0K295,50,8,9,21,11
English,French,5,en-fr.test,5,A3MI44R9R0K295,50,8,13,26,1
English,French,6,en-fr.test,6,A3MI44R9R0K295,8,20,38,68,11
English,French,4,en-fr.test,4,A384F2331CH42O,51,9,34,64,1
English,French,5,en-fr.test,5,A384F2331CH42O,36,66,41,70,1
English,French,6,en-fr.test,6,A384F2331CH42O,33,62,34,64,2
English,French,13,en-fr.test,13,AL9AA2AQKJ0XP,37,67,13,26,2
English,French,14,en-fr.test,14,AL9AA2AQKJ0XP,9,21,35,65,2
English,French,15,en-fr.test,15,AL9AA2AQKJ0XP,7,19,9,21,1
English,French,13,en-fr.test,13,AL9AA2AQKJ0XP,13,26,40,7,1
English,French,14,en-fr.test,14,AL9AA2AQKJ0XP,7,19,51,9,2
English,French,15,en-fr.test,15,AL9AA2AQKJ0XP,40,7,19,41,1
English,French,4,en-fr.test,4,A384F2331CH42O,7,19,40,7,2
English,French,5,en-fr.test,5,A384F2331CH42O,35,65,5,17,1
English,French,6,en-fr.test,6,A384F2331CH42O,38,68,40,7,11
English,French,16,en-fr.test,16,A2BWZXUR3QKPAB,40,7,7,19,11
English,French,17,en-fr.test,17,A2BWZXUR3QKPAB,34,64,35,65,11
English,French,18,en-fr.test,18,A2BWZXUR3QKPAB,13,26,51,9,11
English,French,13,en-fr.test,13,A3MI44R9R0K295,51,9,41,70,11
English,French,14,en-fr.test,14,A3MI44R9R0K295,50,8,8,20,11
English,French,15,en-fr.test,15,A3MI44R9R0K295,33,62,40,7,1
English,French,16,en-fr.test,16,AL9AA2AQKJ0XP,39,69,51,9,1
English,French,17,en-fr.test,17,AL9AA2AQKJ0XP,40,7,37,67,11
English,French,18,en-fr.test,18,AL9AA2AQKJ0XP,36,66,50,8,1
English,French,10,en-fr.test,10,A2BWZXUR3QKPAB,35,65,19,41,1
English,French,11,en-fr.test,11,A2BWZXUR3QKPAB,36,66,34,64,2
English,French,12,en-fr.test,12,A2BWZXUR3QKPAB,39,69,9,21,11
English,French,10,en-fr.test,10,AL9AA2AQKJ0XP,35,65,19,41,1
English,French,11,en-fr.test,11,AL9AA2AQKJ0XP,36,66,34,64,1
English,French,12,en-fr.test,12,AL9AA2AQKJ0XP,39,69,9,21,2
English,French,1,en-fr.test,1,A2BWZXUR3QKPAB,40,7,7,19,1
English,French,2,en-fr.test,2,A2BWZXUR3QKPAB,7,19,38,68,1
English,French,3,en-fr.test,3,A2BWZXUR3QKPAB,40,7,39,69,2
English,French,22,en-fr.test,22,AL9AA2AQKJ0XP,51,9,38,68,2
English,French,23,en-fr.test,23,AL9AA2AQKJ0XP,34,64,40,7,2
English,French,24,en-fr.test,24,AL9AA2AQKJ0XP,8,20,33,62,1
English,French,4,en-fr.test,4,A9HP4GT6MCAMY,34,64,39,69,1
English,French,5,en-fr.test,5,A9HP4GT6MCAMY,7,19,41,70,2
English,French,6,en-fr.test,6,A9HP4GT6MCAMY,36,66,37,67,1
English,French,4,en-fr.test,4,A2BWZXUR3QKPAB,38,68,40,7,11
English,French,5,en-fr.test,5,A2BWZXUR3QKPAB,40,7,35,65,1
English,French,6,en-fr.test,6,A2BWZXUR3QKPAB,33,62,7,19,2
English,French,4,en-fr.test,4,AQNOTFW1HV5JG,50,8,35,65,2
English,French,5,en-fr.test,5,AQNOTFW1HV5JG,51,9,35,65,2
English,French,6,en-fr.test,6,AQNOTFW1HV5JG,35,65,19,41,1
English,French,10,en-fr.test,10,A2BWZXUR3QKPAB,5,17,33,62,11
English,French,11,en-fr.test,11,A2BWZXUR3QKPAB,39,69,51,9,1
English,French,12,en-fr.test,12,A2BWZXUR3QKPAB,36,66,50,8,11
English,French,1,en-fr.test,1,A3MI44R9R0K295,7,19,33,62,2
English,French,2,en-fr.test,2,A3MI44R9R0K295,5,17,50,8,11
English,French,3,en-fr.test,3,A3MI44R9R0K295,40,7,33,62,2
English,French,16,en-fr.test,16,A3MI44R9R0K295,38,68,13,26,11
English,French,17,en-fr.test,17,A3MI44R9R0K295,50,8,34,64,1
English,French,18,en-fr.test,18,A3MI44R9R0K295,8,20,37,67,11
English,French,19,en-fr.test,19,A2BWZXUR3QKPAB,39,69,7,19,11
English,French,20,en-fr.test,20,A2BWZXUR3QKPAB,5,17,38,68,2
English,French,21,en-fr.test,21,A2BWZXUR3QKPAB,5,17,35,65,2
English,French,22,en-fr.test,22,A3MI44R9R0K295,34,64,41,70,11
English,French,23,en-fr.test,23,A3MI44R9R0K295,50,8,37,67,11
English,French,24,en-fr.test,24,A3MI44R9R0K295,38,68,37,67,11
English,French,1,en-fr.test,1,A3MI44R9R0K295,9,21,34,64,11
English,French,2,en-fr.test,2,A3MI44R9R0K295,39,69,38,68,11
English,French,3,en-fr.test,3,A3MI44R9R0K295,7,19,38,68,1
English,French,25,en-fr.test,25,AL9AA2AQKJ0XP,33,62,41,70,11
English,French,26,en-fr.test,26,AL9AA2AQKJ0XP,37,67,13,26,11
English,French,27,en-fr.test,27,AL9AA2AQKJ0XP,37,67,33,62,1
English,French,7,en-fr.test,7,AL9AA2AQKJ0XP,19,41,35,65,2
English,French,8,en-fr.test,8,AL9AA2AQKJ0XP,7,19,36,66,2
English,French,9,en-fr.test,9,AL9AA2AQKJ0XP,9,21,39,69,2
English,French,22,en-fr.test,22,AL9AA2AQKJ0XP,7,19,5,17,2
English,French,23,en-fr.test,23,AL9AA2AQKJ0XP,50,8,8,20,2
English,French,24,en-fr.test,24,AL9AA2AQKJ0XP,19,41,13,26,2
English,French,22,en-fr.test,22,A3MI44R9R0K295,7,19,5,17,2
English,French,23,en-fr.test,23,A3MI44R9R0K295,50,8,8,20,11
English,French,24,en-fr.test,24,A3MI44R9R0K295,19,41,13,26,2
English,French,22,en-fr.test,22,A3MI44R9R0K295,9,21,19,41,1
English,French,23,en-fr.test,23,A3MI44R9R0K295,34,64,37,67,11
English,French,24,en-fr.test,24,A3MI44R9R0K295,7,19,33,62,11
English,French,7,en-fr.test,7,A2BWZXUR3QKPAB,33,62,7,19,2
English,French,8,en-fr.test,8,A2BWZXUR3QKPAB,35,65,50,8,2
English,French,9,en-fr.test,9,A2BWZXUR3QKPAB,7,19,9,21,11
English,French,7,en-fr.test,7,A2BWZXUR3QKPAB,19,41,36,66,2
English,French,8,en-fr.test,8,A2BWZXUR3QKPAB,7,19,41,70,11
English,French,9,en-fr.test,9,A2BWZXUR3QKPAB,50,8,39,69,1
English,French,10,en-fr.test,10,A384F2331CH42O,41,70,8,20,11
English,French,11,en-fr.test,11,A384F2331CH42O,38,68,41,70,1
English,French,12,en-fr.test,12,A384F2331CH42O,50,8,7,19,11
English,French,1,en-fr.test,1,A3MI44R9R0K295,50,8,5,17,11
English,French,2,en-fr.test,2,A3MI44R9R0K295,50,8,8,20,11
English,French,3,en-fr.test,3,A3MI44R9R0K295,38,68,39,69,2
English,French,19,en-fr.test,19,AL9AA2AQKJ0XP,19,41,38,68,2
English,French,20,en-fr.test,20,AL9AA2AQKJ0XP,13,26,50,8,1
English,French,21,en-fr.test,21,AL9AA2AQKJ0XP,7,19,33,62,1
English,French,7,en-fr.test,7,AL9AA2AQKJ0XP,34,64,41,70,2
English,French,8,en-fr.test,8,AL9AA2AQKJ0XP,41,70,40,7,1
English,French,9,en-fr.test,9,AL9AA2AQKJ0XP,41,70,39,69,11
English,French,13,en-fr.test,13,A3MI44R9R0K295,38,68,37,67,11
English,French,14,en-fr.test,14,A3MI44R9R0K295,34,64,37,67,11
English,French,15,en-fr.test,15,A3MI44R9R0K295,35,65,9,21,11
English,French,1,en-fr.test,1,A384F2331CH42O,8,20,19,41,1
English,French,2,en-fr.test,2,A384F2331CH42O,33,62,9,21,2
English,French,3,en-fr.test,3,A384F2331CH42O,39,69,5,17,1
English,French,19,en-fr.test,19,AQNOTFW1HV5JG,9,21,50,8,2
English,French,20,en-fr.test,20,AQNOTFW1HV5JG,8,20,38,68,1
English,French,21,en-fr.test,21,AQNOTFW1HV5JG,35,65,41,70,2
English,French,10,en-fr.test,10,AL9AA2AQKJ0XP,38,68,40,7,2
English,French,11,en-fr.test,11,AL9AA2AQKJ0XP,36,66,9,21,2
English,French,12,en-fr.test,12,AL9AA2AQKJ0XP,39,69,33,62,1
English,French,1,en-fr.test,1,A3MI44R9R0K295,34,64,35,65,11
English,French,2,en-fr.test,2,A3MI44R9R0K295,9,21,37,67,11
English,French,3,en-fr.test,3,A3MI44R9R0K295,5,17,33,62,1
English,French,7,en-fr.test,7,AK7YVYGMIF6T0,34,64,37,67,2
English,French,8,en-fr.test,8,AK7YVYGMIF6T0,33,62,13,26,11
English,French,9,en-fr.test,9,AK7YVYGMIF6T0,34,64,50,8,11
English,French,4,en-fr.test,4,AL9AA2AQKJ0XP,40,7,41,70,2
English,French,5,en-fr.test,5,AL9AA2AQKJ0XP,36,66,38,68,11
English,French,6,en-fr.test,6,AL9AA2AQKJ0XP,8,20,38,68,1
English,French,19,en-fr.test,19,A2BWZXUR3QKPAB,7,19,38,68,11
English,French,20,en-fr.test,20,A2BWZXUR3QKPAB,7,19,9,21,1
English,French,21,en-fr.test,21,A2BWZXUR3QKPAB,50,8,19,41,1
English,French,4,en-fr.test,4,A3MI44R9R0K295,5,17,13,26,11
English,French,5,en-fr.test,5,A3MI44R9R0K295,41,70,34,64,2
English,French,6,en-fr.test,6,A3MI44R9R0K295,37,67,50,8,11
English,French,19,en-fr.test,19,A2BWZXUR3QKPAB,36,66,39,69,11
English,French,20,en-fr.test,20,A2BWZXUR3QKPAB,8,20,39,69,11
English,French,21,en-fr.test,21,A2BWZXUR3QKPAB,41,70,19,41,1
English,French,7,en-fr.test,7,A2VRRN4DG6TXKV,34,64,37,67,1
English,French,8,en-fr.test,8,A2VRRN4DG6TXKV,37,67,38,68,2
English,French,9,en-fr.test,9,A2VRRN4DG6TXKV,41,70,8,20,11
English,French,19,en-fr.test,19,AL9AA2AQKJ0XP,8,20,19,41,1
English,French,20,en-fr.test,20,AL9AA2AQKJ0XP,38,68,7,19,1
English,French,21,en-fr.test,21,AL9AA2AQKJ0XP,50,8,7,19,1
English,French,7,en-fr.test,7,A2BWZXUR3QKPAB,50,8,37,67,11
English,French,8,en-fr.test,8,A2BWZXUR3QKPAB,41,70,34,64,11
English,French,9,en-fr.test,9,A2BWZXUR3QKPAB,33,62,40,7,1
English,French,7,en-fr.test,7,AL9AA2AQKJ0XP,9,21,34,64,1
English,French,8,en-fr.test,8,AL9AA2AQKJ0XP,36,66,37,67,1
English,French,9,en-fr.test,9,AL9AA2AQKJ0XP,33,62,38,68,1
English,French,22,en-fr.test,22,A2BWZXUR3QKPAB,8,20,5,17,11
English,French,23,en-fr.test,23,A2BWZXUR3QKPAB,35,65,38,68,11
English,French,24,en-fr.test,24,A2BWZXUR3QKPAB,8,20,34,64,11
English,French,1,en-fr.test,1,AL9AA2AQKJ0XP,38,68,7,19,1
English,French,2,en-fr.test,2,AL9AA2AQKJ0XP,36,66,39,69,2
English,French,3,en-fr.test,3,AL9AA2AQKJ0XP,34,64,40,7,1
English,French,25,en-fr.test,25,A3MI44R9R0K295,34,64,9,21,11
English,French,26,en-fr.test,26,A3MI44R9R0K295,13,26,50,8,1
English,French,27,en-fr.test,27,A3MI44R9R0K295,41,70,8,20,11
English,French,22,en-fr.test,22,AL9AA2AQKJ0XP,8,20,40,7,1
English,French,23,en-fr.test,23,AL9AA2AQKJ0XP,19,41,5,17,2
English,French,24,en-fr.test,24,AL9AA2AQKJ0XP,5,17,37,67,2
English,French,22,en-fr.test,22,A3MI44R9R0K295,41,70,37,67,2
English,French,23,en-fr.test,23,A3MI44R9R0K295,36,66,41,70,11
English,French,24,en-fr.test,24,A3MI44R9R0K295,5,17,8,20,2
English,French,22,en-fr.test,22,AL9AA2AQKJ0XP,38,68,5,17,2
English,French,23,en-fr.test,23,AL9AA2AQKJ0XP,41,70,19,41,1
English,French,24,en-fr.test,24,AL9AA2AQKJ0XP,40,7,37,67,2
English,French,13,en-fr.test,13,A2BWZXUR3QKPAB,37,67,41,70,11
English,French,14,en-fr.test,14,A2BWZXUR3QKPAB,35,65,13,26,11
English,French,15,en-fr.test,15,A2BWZXUR3QKPAB,50,8,19,41,1
English,French,25,en-fr.test,25,A2BWZXUR3QKPAB,8,20,41,70,11
English,French,26,en-fr.test,26,A2BWZXUR3QKPAB,50,8,51,9,11
English,French,27,en-fr.test,27,A2BWZXUR3QKPAB,38,68,34,64,11
English,French,25,en-fr.test,25,A3MI44R9R0K295,8,20,41,70,11
English,French,26,en-fr.test,26,A3MI44R9R0K295,50,8,51,9,11
English,French,27,en-fr.test,27,A3MI44R9R0K295,38,68,34,64,11
English,French,16,en-fr.test,16,A2BWZXUR3QKPAB,37,67,8,20,11
English,French,17,en-fr.test,17,A2BWZXUR3QKPAB,7,19,50,8,11
English,French,18,en-fr.test,18,A2BWZXUR3QKPAB,38,68,40,7,11
English,French,7,en-fr.test,7,AL9AA2AQKJ0XP,33,62,50,8,2
English,French,8,en-fr.test,8,AL9AA2AQKJ0XP,36,66,37,67,11
English,French,9,en-fr.test,9,AL9AA2AQKJ0XP,51,9,35,65,11
English,French,7,en-fr.test,7,AL9AA2AQKJ0XP,33,62,41,70,2
English,French,8,en-fr.test,8,AL9AA2AQKJ0XP,41,70,8,20,1
English,French,9,en-fr.test,9,AL9AA2AQKJ0XP,41,70,37,67,11
English,French,13,en-fr.test,13,A2BWZXUR3QKPAB,41,70,34,64,11
English,French,14,en-fr.test,14,A2BWZXUR3QKPAB,9,21,36,66,11
English,French,15,en-fr.test,15,A2BWZXUR3QKPAB,8,20,9,21,11
English,French,4,en-fr.test,4,A2BWZXUR3QKPAB,34,64,36,66,2
English,French,5,en-fr.test,5,A2BWZXUR3QKPAB,33,62,19,41,1
English,French,6,en-fr.test,6,A2BWZXUR3QKPAB,5,17,35,65,1
English,French,22,en-fr.test,22,A2BWZXUR3QKPAB,34,64,40,7,1
English,French,23,en-fr.test,23,A2BWZXUR3QKPAB,5,17,7,19,2
English,French,24,en-fr.test,24,A2BWZXUR3QKPAB,9,21,38,68,11
English,French,22,en-fr.test,22,AL9AA2AQKJ0XP,34,64,40,7,1
English,French,23,en-fr.test,23,AL9AA2AQKJ0XP,5,17,7,19,1
English,French,24,en-fr.test,24,AL9AA2AQKJ0XP,9,21,38,68,2
English,French,7,en-fr.test,7,AL9AA2AQKJ0XP,36,66,8,20,1
English,French,8,en-fr.test,8,AL9AA2AQKJ0XP,51,9,38,68,1
English,French,9,en-fr.test,9,AL9AA2AQKJ0XP,35,65,51,9,11
English,French,19,en-fr.test,19,A2BWZXUR3QKPAB,35,65,13,26,11
English,French,20,en-fr.test,20,A2BWZXUR3QKPAB,41,70,7,19,11
English,French,21,en-fr.test,21,A2BWZXUR3QKPAB,37,67,19,41,1
English,French,10,en-fr.test,10,AQNOTFW1HV5JG,37,67,13,26,1
English,French,11,en-fr.test,11,AQNOTFW1HV5JG,35,65,33,62,1
English,French,12,en-fr.test,12,AQNOTFW1HV5JG,8,20,33,62,1
English,French,4,en-fr.test,4,A2BWZXUR3QKPAB,33,62,5,17,11
English,French,5,en-fr.test,5,A2BWZXUR3QKPAB,13,26,40,7,11
English,French,6,en-fr.test,6,A2BWZXUR3QKPAB,13,26,5,17,11
English,French,4,en-fr.test,4,A3MI44R9R0K295,8,20,33,62,1
English,French,5,en-fr.test,5,A3MI44R9R0K295,33,62,37,67,2
English,French,6,en-fr.test,6,A3MI44R9R0K295,19,41,8,20,2
English,French,19,en-fr.test,19,A2BWZXUR3QKPAB,37,67,39,69,11
English,French,20,en-fr.test,20,A2BWZXUR3QKPAB,9,21,36,66,1
English,French,21,en-fr.test,21,A2BWZXUR3QKPAB,34,64,36,66,1
English,French,1,en-fr.test,1,AQNOTFW1HV5JG,19,41,7,19,2
English,French,2,en-fr.test,2,AQNOTFW1HV5JG,37,67,35,65,2
English,French,3,en-fr.test,3,AQNOTFW1HV5JG,36,66,38,68,2
English,French,1,en-fr.test,1,AL9AA2AQKJ0XP,19,41,7,19,2
English,French,2,en-fr.test,2,AL9AA2AQKJ0XP,37,67,35,65,2
English,French,3,en-fr.test,3,AL9AA2AQKJ0XP,36,66,38,68,2
English,French,16,en-fr.test,16,AL9AA2AQKJ0XP,35,65,51,9,1
English,French,17,en-fr.test,17,AL9AA2AQKJ0XP,33,62,35,65,2
English,French,18,en-fr.test,18,AL9AA2AQKJ0XP,38,68,34,64,1
English,French,19,en-fr.test,19,A3MI44R9R0K295,8,20,39,69,2
English,French,20,en-fr.test,20,A3MI44R9R0K295,36,66,35,65,2
English,French,21,en-fr.test,21,A3MI44R9R0K295,37,67,36,66,11
English,French,7,en-fr.test,7,A384F2331CH42O,39,69,13,26,2
English,French,8,en-fr.test,8,A384F2331CH42O,33,62,8,20,1
English,French,9,en-fr.test,9,A384F2331CH42O,13,26,7,19,11
English,French,7,en-fr.test,7,A2BWZXUR3QKPAB,39,69,13,26,2
English,French,8,en-fr.test,8,A2BWZXUR3QKPAB,33,62,8,20,2
English,French,9,en-fr.test,9,A2BWZXUR3QKPAB,13,26,7,19,11
English,French,19,en-fr.test,19,AL9AA2AQKJ0XP,7,19,9,21,11
English,French,20,en-fr.test,20,AL9AA2AQKJ0XP,13,26,37,67,2
English,French,21,en-fr.test,21,AL9AA2AQKJ0XP,7,19,34,64,2
English,French,16,en-fr.test,16,A2BWZXUR3QKPAB,36,66,40,7,11
English,French,17,en-fr.test,17,A2BWZXUR3QKPAB,9,21,50,8,11
English,French,18,en-fr.test,18,A2BWZXUR3QKPAB,33,62,13,26,11
English,French,19,en-fr.test,19,A3MI44R9R0K295,51,9,5,17,1
English,French,20,en-fr.test,20,A3MI44R9R0K295,35,65,50,8,11
English,French,21,en-fr.test,21,A3MI44R9R0K295,13,26,40,7,11
